Time, Counts, MPL Altitude (m), GPS Altitude (m), Pressure (hPa), RTC Temperature (C), MPL Temperature (C)
11:51:36, 330, 10340.25, REMOVED FOR THIS FLIGHT, 245.51, 7.50, 8.69
11:52:37, 374, 10567.50, REMOVED FOR THIS FLIGHT, 236.20, 7.00, 8.06
11:53:37, 380, 10789.44, REMOVED FOR THIS FLIGHT, 227.34, 6.25, 7.50
11:54:38, 415, 11033.06, REMOVED FOR THIS FLIGHT, 217.85, 5.50, 6.81
11:55:38, 397, 11248.19, REMOVED FOR THIS FLIGHT, 209.57, 4.75, 6.13
11:56:39, 417, 11528.62, REMOVED FOR THIS FLIGHT, 199.08, 4.00, 5.44
11:57:39, 447, 11741.81, REMOVED FOR THIS FLIGHT, 191.34, 3.25, 4.69
11:58:40, 491, 11941.19, REMOVED FOR THIS FLIGHT, 184.15, 2.25, 4.00
11:59:40, 486, 12137.06, REMOVED FOR THIS FLIGHT, 177.27, 1.50, 3.25
12:0:41, 501, 12052.50, REMOVED FOR THIS FLIGHT, 170.45, 0.75, 2.50
12:1:42, 505, 12237.87, REMOVED FOR THIS FLIGHT, 164.12, 0.00, 1.75
12:2:42, 530, 12439.62, REMOVED FOR THIS FLIGHT, 157.41, 255.25, 1.00
12:3:43, 552, 12595.94, REMOVED FOR THIS FLIGHT, 152.28, 254.50, 0.25
12:4:43, 508, 12764.12, REMOVED FOR THIS FLIGHT, 146.79, 254.50, -0.50
12:5:44, 577, 12980.81, REMOVED FOR THIS FLIGHT, 139.86, 253.75, -1.31
12:6:44, 557, 13192.87, REMOVED FOR THIS FLIGHT, 133.24, 252.75, -2.06
12:7:45, 592, 13416.87, REMOVED FOR THIS FLIGHT, 126.36, 252.00, -2.81
12:8:46, 597, 13629.12, REMOVED FOR THIS FLIGHT, 119.94, 251.25, -3.56
12:9:46, 595, 13812.81, REMOVED FOR THIS FLIGHT, 114.50, 250.50, -4.38
12:10:47, 575, 13980.56, REMOVED FOR THIS FLIGHT, 109.58, 249.50, -5.13
12:11:47, 628, 14146.62, REMOVED FOR THIS FLIGHT, 104.79, 248.75, -5.88
12:12:48, 670, 14315.69, REMOVED FOR THIS FLIGHT, 99.95, 248.00, -6.69
12:13:48, 637, 14501.94, REMOVED FOR THIS FLIGHT, 94.74, 247.00, -7.44
12:14:49, 664, 14679.06, REMOVED FOR THIS FLIGHT, 89.82, 246.25, -8.25
12:15:50, 630, 14832.12, REMOVED FOR THIS FLIGHT, 85.66, 245.50, -9.06
12:16:50, 645, 14976.37, REMOVED FOR THIS FLIGHT, 81.73, 244.50, -9.81
12:17:51, 684, 15126.06, REMOVED FOR THIS FLIGHT, 77.75, 243.75, -10.63
12:18:51, 630, 15263.56, REMOVED FOR THIS FLIGHT, 74.11, 243.00, -11.44
12:19:52, 653, 15384.56, REMOVED FOR THIS FLIGHT, 70.96, 242.25, -12.19
12:20:52, 670, 15503.19, REMOVED FOR THIS FLIGHT, 67.91, 241.25, -13.00
12:21:53, 645, 15622.75, REMOVED FOR THIS FLIGHT, 64.82, 240.50, -13.75
12:22:54, 608, 15735.69, REMOVED FOR THIS FLIGHT, 61.96, 240.50, -14.50
12:23:54, 635, 15831.62, REMOVED FOR THIS FLIGHT, 59.54, 239.75, -15.19
12:24:55, 581, 15923.12, REMOVED FOR THIS FLIGHT, 57.24, 239.00, -15.94
12:25:55, 649, 16012.50, REMOVED FOR THIS FLIGHT, 55.01, 238.50, -16.62
12:26:56, 596, 16094.75, REMOVED FOR THIS FLIGHT, 52.97, 237.75, -17.31
12:27:56, 626, 16177.31, REMOVED FOR THIS FLIGHT, 50.96, 237.00, -18.00
12:28:57, 632, 16254.31, REMOVED FOR THIS FLIGHT, 49.06, 236.50, -18.62
12:29:58, 585, 16062.31, REMOVED FOR THIS FLIGHT, 46.87, 235.75, -19.25
12:30:58, 654, 16141.75, REMOVED FOR THIS FLIGHT, 44.96, 235.25, -19.81
12:31:59, 570, 16209.69, REMOVED FOR THIS FLIGHT, 43.35, 234.75, -20.44
12:32:59, 634, 16284.37, REMOVED FOR THIS FLIGHT, 41.54, 234.00, -21.00
12:34:0, 608, 16358.37, REMOVED FOR THIS FLIGHT, 39.80, 233.50, -21.56
12:35:0, 563, 16423.31, REMOVED FOR THIS FLIGHT, 38.26, 233.00, -22.12
12:36:1, 606, 16495.13, REMOVED FOR THIS FLIGHT, 36.56, 232.50, -22.69
12:37:2, 588, 16559.56, REMOVED FOR THIS FLIGHT, 35.05, 232.00, -23.19
12:38:2, 556, 16627.75, REMOVED FOR THIS FLIGHT, 33.43, 231.50, -23.69
12:39:3, 587, 16682.75, REMOVED FOR THIS FLIGHT, 32.14, 230.75, -24.19
12:40:3, 571, 16735.56, REMOVED FOR THIS FLIGHT, 30.93, 230.25, -24.69
12:41:4, 539, 16788.94, REMOVED FOR THIS FLIGHT, 29.72, 229.75, -25.19
12:42:5, 508, 16843.69, REMOVED FOR THIS FLIGHT, 28.44, 229.75, -25.69
12:43:5, 520, 16893.56, REMOVED FOR THIS FLIGHT, 27.30, 229.25, -26.19
12:44:6, 534, 16946.00, REMOVED FOR THIS FLIGHT, 26.14, 228.75, -26.62
12:45:6, 480, 16994.88, REMOVED FOR THIS FLIGHT, 25.00, 228.25, -27.12
12:46:7, 494, 17039.19, REMOVED FOR THIS FLIGHT, 23.98, 227.75, -27.50
12:47:7, 519, 17082.13, REMOVED FOR THIS FLIGHT, 23.03, 227.50, -28.00
12:48:8, 458, 17120.69, REMOVED FOR THIS FLIGHT, 22.18, 227.00, -28.44
12:49:9, 486, 17156.50, REMOVED FOR THIS FLIGHT, 21.36, 226.50, -28.81
12:50:9, 494, 17192.31, REMOVED FOR THIS FLIGHT, 20.58, 226.25, -29.19
12:51:10, 502, 17229.38, REMOVED FOR THIS FLIGHT, 19.75, 225.75, -29.56
12:52:10, 449, 17262.75, REMOVED FOR THIS FLIGHT, 19.00, 225.25, -29.94
12:53:11, 484, 17298.44, REMOVED FOR THIS FLIGHT, 18.19, 225.00, -30.31
12:54:12, 456, 17331.63, REMOVED FOR THIS FLIGHT, 17.45, 224.75, -30.69
12:55:12, 462, 17362.06, REMOVED FOR THIS FLIGHT, 16.78, 224.50, -31.00
12:56:13, 490, 17393.31, REMOVED FOR THIS FLIGHT, 16.09, 224.00, -31.31
12:57:13, 460, 17418.81, REMOVED FOR THIS FLIGHT, 15.53, 223.75, -31.62
12:58:14, 420, 17441.81, REMOVED FOR THIS FLIGHT, 14.99, 223.50, -31.87
12:59:14, 470, 17464.38, REMOVED FOR THIS FLIGHT, 14.51, 223.25, -32.13
13:0:15, 450, 17484.94, REMOVED FOR THIS FLIGHT, 14.09, 223.00, -32.44
13:1:16, 445, 17504.50, REMOVED FOR THIS FLIGHT, 13.64, 223.00, -32.63
13:2:16, 405, 17526.69, REMOVED FOR THIS FLIGHT, 13.16, 222.75, -32.88
13:3:17, 392, 17549.44, REMOVED FOR THIS FLIGHT, 12.63, 222.75, -33.06
13:4:17, 379, 17356.56, REMOVED FOR THIS FLIGHT, 16.93, 222.50, -33.31
13:5:18, 495, 17044.38, REMOVED FOR THIS FLIGHT, 23.92, 222.25, -33.50
13:6:19, 542, 16683.38, REMOVED FOR THIS FLIGHT, 32.21, 222.00, -33.69
13:7:19, 586, 16260.94, REMOVED FOR THIS FLIGHT, 42.14, 222.00, -33.88
13:8:20, 628, 16064.00, REMOVED FOR THIS FLIGHT, 53.82, 221.75, -34.06
13:9:20, 714, 15559.12, REMOVED FOR THIS FLIGHT, 66.58, 221.50, -34.25
13:10:21, 741, 14978.81, REMOVED FOR THIS FLIGHT, 81.91, 221.50, -34.50
13:11:22, 725, 14373.19, REMOVED FOR THIS FLIGHT, 98.52, 221.25, -34.81
13:12:22, 710, 13757.25, REMOVED FOR THIS FLIGHT, 116.31, 221.00, -35.06
13:13:23, 644, 13115.06, REMOVED FOR THIS FLIGHT, 135.87, 220.50, -35.38
13:14:23, 581, 12468.87, REMOVED FOR THIS FLIGHT, 156.58, 220.25, -35.75
13:15:24, 586, 12106.00, REMOVED FOR THIS FLIGHT, 178.51, 219.75, -36.06
13:16:25, 508, 11467.62, REMOVED FOR THIS FLIGHT, 201.53, 219.50, -36.44
13:17:25, 431, 10833.25, REMOVED FOR THIS FLIGHT, 225.84, 219.25, -36.81
13:18:26, 401, 10178.81, REMOVED FOR THIS FLIGHT, 252.45, 219.00, -37.06
13:19:26, 321, 9524.37, REMOVED FOR THIS FLIGHT, 280.87, 218.75, -37.38
13:20:27, 264, 8898.87, REMOVED FOR THIS FLIGHT, 309.94, 218.75, -37.63
13:21:27, 221, 8282.50, REMOVED FOR THIS FLIGHT, 340.26, 218.50, -37.88
13:22:28, 189, 7696.50, REMOVED FOR THIS FLIGHT, 371.04, 218.50, -38.00
13:23:29, 150, 7133.56, REMOVED FOR THIS FLIGHT, 402.55, 218.75, -38.13
13:24:29, 133, 6572.37, REMOVED FOR THIS FLIGHT, 435.83, 218.75, -38.13
13:25:30, 100, 6038.19, REMOVED FOR THIS FLIGHT, 469.45, 219.00, -38.06
13:26:30, 82, 5506.31, REMOVED FOR THIS FLIGHT, 504.87, 219.50, -37.88
13:27:31, 80, 5013.06, REMOVED FOR THIS FLIGHT, 539.65, 219.75, -37.63
13:28:32, 66, 4542.69, REMOVED FOR THIS FLIGHT, 574.44, 220.25, -37.31
13:29:32, 46, 4088.81, REMOVED FOR THIS FLIGHT, 609.70, 221.00, -37.00
13:30:33, 36, 3585.94, REMOVED FOR THIS FLIGHT, 650.75, 221.75, -36.44
13:31:33, 48, 3079.81, REMOVED FOR THIS FLIGHT, 694.48, 222.50, -35.88
13:32:34, 34, 2594.44, REMOVED FOR THIS FLIGHT, 738.34, 223.25, -35.25
13:33:35, 20, 2118.81, REMOVED FOR THIS FLIGHT, 783.74, 224.25, -34.63
13:34:35, 31, 1638.13, REMOVED FOR THIS FLIGHT, 831.75, 225.25, -33.81
13:35:36, 26, 1175.25, REMOVED FOR THIS FLIGHT, 880.27, 226.25, -33.06
13:36:36, 40, 1135.00, REMOVED FOR THIS FLIGHT, 884.28, 226.75, -32.13
13:37:37, 22, 1136.94, REMOVED FOR THIS FLIGHT, 884.04, 227.75, -31.19
13:38:38, 23, 1139.81, REMOVED FOR THIS FLIGHT, 883.73, 227.75, -30.12
13:39:38, 27, 1139.38, REMOVED FOR THIS FLIGHT, 883.81, 228.75, -29.06
13:40:39, 22, 1140.69, REMOVED FOR THIS FLIGHT, 883.63, 229.75, -28.00
13:41:39, 25, 1143.63, REMOVED FOR THIS FLIGHT, 883.32, 231.00, -26.87
13:42:40, 25, 1144.06, REMOVED FOR THIS FLIGHT, 883.28, 232.00, -25.75
13:43:40, 21, 1146.63, REMOVED FOR THIS FLIGHT, 883.07, 233.00, -24.62
13:44:41, 25, 1147.94, REMOVED FOR THIS FLIGHT, 882.90, 234.00, -23.50
13:45:42, 24, 1150.63, REMOVED FOR THIS FLIGHT, 882.62, 235.00, -22.44
13:46:42, 24, 1151.44, REMOVED FOR THIS FLIGHT, 882.49, 236.00, -21.31
13:47:43, 20, 1152.25, REMOVED FOR THIS FLIGHT, 882.49, 237.00, -20.25
13:48:43, 40, 1153.88, REMOVED FOR THIS FLIGHT, 882.24, 238.00, -19.19
13:49:44, 25, 1154.00, REMOVED FOR THIS FLIGHT, 882.11, 239.00, -18.19
13:50:45, 23, 1155.50, REMOVED FOR THIS FLIGHT, 882.05, 239.75, -17.19
13:51:45, 27, 1157.25, REMOVED FOR THIS FLIGHT, 881.88, 240.75, -16.19
13:52:46, 24, 1156.75, REMOVED FOR THIS FLIGHT, 881.92, 241.75, -15.25
13:53:46, 30, 1157.63, REMOVED FOR THIS FLIGHT, 881.80, 242.50, -14.31
13:54:47, 19, 1159.56, REMOVED FOR THIS FLIGHT, 881.66, 243.50, -13.44
13:55:47, 19, 1159.00, REMOVED FOR THIS FLIGHT, 881.72, 244.25, -12.56
13:56:48, 25, 1160.38, REMOVED FOR THIS FLIGHT, 881.51, 245.00, -11.69
13:57:49, 31, 1160.50, REMOVED FOR THIS FLIGHT, 881.54, 245.00, -10.88
13:58:49, 20, 1162.13, REMOVED FOR THIS FLIGHT, 881.29, 246.00, -10.00
13:59:50, 28, 1163.31, REMOVED FOR THIS FLIGHT, 881.28, 246.75, -9.19
14:0:50, 19, 1163.75, REMOVED FOR THIS FLIGHT, 881.20, 247.50, -8.44
14:1:51, 24, 1163.19, REMOVED FOR THIS FLIGHT, 881.23, 248.25, -7.63
14:2:51, 14, 1163.63, REMOVED FOR THIS FLIGHT, 881.13, 249.25, -6.88
14:3:52, 12, 1163.31, REMOVED FOR THIS FLIGHT, 881.16, 250.00, -6.13
14:4:53, 21, 1165.94, REMOVED FOR THIS FLIGHT, 880.97, 250.75, -5.38
14:5:53, 26, 1166.06, REMOVED FOR THIS FLIGHT, 880.94, 251.25, -4.69
14:6:54, 25, 1165.56, REMOVED FOR THIS FLIGHT, 880.94, 252.00, -4.00
14:7:54, 37, 1168.31, REMOVED FOR THIS FLIGHT, 880.75, 252.75, -3.25
14:8:55, 15, 1168.63, REMOVED FOR THIS FLIGHT, 880.70, 253.50, -2.56
14:9:55, 30, 1168.88, REMOVED FOR THIS FLIGHT, 880.65, 254.25, -1.94
14:10:56, 22, 1169.31, REMOVED FOR THIS FLIGHT, 880.58, 255.00, -1.25
14:11:57, 25, 1169.81, REMOVED FOR THIS FLIGHT, 880.54, 255.50, -0.63
14:12:57, 20, 1169.88, REMOVED FOR THIS FLIGHT, 880.44, 0.25, 0.06
14:13:58, 28, 1170.75, REMOVED FOR THIS FLIGHT, 880.41, 0.75, 0.63
14:14:58, 25, 1170.50, REMOVED FOR THIS FLIGHT, 880.35, 1.50, 1.25
14:15:59, 21, 1173.13, REMOVED FOR THIS FLIGHT, 880.17, 2.25, 1.88
14:16:59, 20, 1171.44, REMOVED FOR THIS FLIGHT, 880.30, 2.25, 2.44
14:18:0, 25, 1171.31, REMOVED FOR THIS FLIGHT, 880.32, 2.75, 3.06
14:19:1, 23, 1171.25, REMOVED FOR THIS FLIGHT, 880.39, 3.50, 3.63
14:20:1, 28, 1171.31, REMOVED FOR THIS FLIGHT, 880.35, 4.00, 4.19
14:21:2, 23, 1171.06, REMOVED FOR THIS FLIGHT, 880.38, 4.50, 4.69
14:22:2, 20, 1172.19, REMOVED FOR THIS FLIGHT, 880.28, 5.00, 5.19
14:23:3, 19, 1172.13, REMOVED FOR THIS FLIGHT, 880.30, 5.50, 5.69
14:24:3, 25, 1171.94, REMOVED FOR THIS FLIGHT, 880.28, 6.00, 6.13
14:25:4, 17, 1172.25, REMOVED FOR THIS FLIGHT, 880.27, 6.50, 6.56
14:26:4, 29, 1171.44, REMOVED FOR THIS FLIGHT, 880.31, 7.00, 7.00
14:27:5, 13, 1172.81, REMOVED FOR THIS FLIGHT, 880.18, 7.50, 7.44
14:28:6, 32, 1172.50, REMOVED FOR THIS FLIGHT, 880.28, 8.00, 7.88
14:29:6, 26, 1171.31, REMOVED FOR THIS FLIGHT, 880.37, 8.50, 8.31
14:30:7, 22, 1172.69, REMOVED FOR THIS FLIGHT, 880.20, 9.00, 8.75
14:31:7, 25, 1173.25, REMOVED FOR THIS FLIGHT, 880.16, 9.50, 9.19
14:32:8, 26, 1173.25, REMOVED FOR THIS FLIGHT, 880.26, 10.00, 9.69
14:33:8, 28, 1173.06, REMOVED FOR THIS FLIGHT, 880.15, 10.50, 10.13
14:34:9, 24, 1173.19, REMOVED FOR THIS FLIGHT, 880.18, 11.00, 10.56
14:35:9, 19, 1172.31, REMOVED FOR THIS FLIGHT, 880.23, 11.00, 11.00
14:36:10, 25, 1172.75, REMOVED FOR THIS FLIGHT, 880.17, 11.50, 11.44
14:37:10, 21, 1173.63, REMOVED FOR THIS FLIGHT, 880.05, 11.75, 11.81
14:38:11, 16, 1173.13, REMOVED FOR THIS FLIGHT, 880.13, 12.25, 12.19
14:39:11, 18, 1174.38, REMOVED FOR THIS FLIGHT, 880.04, 12.50, 12.50
14:40:12, 24, 1173.69, REMOVED FOR THIS FLIGHT, 880.13, 13.00, 12.88
14:41:12, 20, 1173.13, REMOVED FOR THIS FLIGHT, 880.19, 13.25, 13.19
14:42:13, 20, 1173.31, REMOVED FOR THIS FLIGHT, 880.17, 13.75, 13.56
14:43:14, 20, 1174.31, REMOVED FOR THIS FLIGHT, 880.05, 14.00, 13.88
14:44:14, 23, 1174.31, REMOVED FOR THIS FLIGHT, 880.09, 14.50, 14.25
14:45:15, 16, 1174.31, REMOVED FOR THIS FLIGHT, 880.05, 14.75, 14.63
14:46:15, 29, 1173.94, REMOVED FOR THIS FLIGHT, 880.10, 15.25, 14.94
14:47:16, 16, 1174.38, REMOVED FOR THIS FLIGHT, 880.01, 15.50, 15.25
14:48:16, 23, 1174.88, REMOVED FOR THIS FLIGHT, 879.97, 15.75, 15.63
14:49:17, 23, 1175.50, REMOVED FOR THIS FLIGHT, 879.92, 16.25, 15.94
14:50:17, 22, 1174.75, REMOVED FOR THIS FLIGHT, 879.95, 16.50, 16.25
14:51:18, 22, 1175.19, REMOVED FOR THIS FLIGHT, 879.95, 16.75, 16.56
14:52:18, 23, 1174.94, REMOVED FOR THIS FLIGHT, 880.01, 17.00, 16.87
14:53:19, 16, 1175.06, REMOVED FOR THIS FLIGHT, 880.00, 17.25, 17.12
14:54:19, 25, 1175.44, REMOVED FOR THIS FLIGHT, 879.94, 17.25, 17.37
14:55:20, 19, 1175.56, REMOVED FOR THIS FLIGHT, 879.87, 17.50, 17.62
14:56:20, 27, 1175.38, REMOVED FOR THIS FLIGHT, 879.95, 17.75, 17.87
14:57:21, 16, 1175.81, REMOVED FOR THIS FLIGHT, 879.90, 18.00, 18.06
14:58:22, 23, 1175.81, REMOVED FOR THIS FLIGHT, 879.86, 18.25, 18.25
14:59:22, 30, 1175.69, REMOVED FOR THIS FLIGHT, 879.91, 18.50, 18.50
15:0:23, 12, 1176.44, REMOVED FOR THIS FLIGHT, 879.82, 18.75, 18.69
15:1:23, 16, 1176.56, REMOVED FOR THIS FLIGHT, 879.79, 19.00, 18.94
15:2:24, 23, 1177.19, REMOVED FOR THIS FLIGHT, 879.67, 19.25, 19.19
15:3:24, 20, 1177.50, REMOVED FOR THIS FLIGHT, 879.66, 19.75, 19.44
15:4:25, 21, 1177.38, REMOVED FOR THIS FLIGHT, 879.70, 20.00, 19.69
15:5:25, 20, 1178.19, REMOVED FOR THIS FLIGHT, 879.60, 20.25, 19.94
15:6:26, 31, 1178.88, REMOVED FOR THIS FLIGHT, 879.54, 20.50, 20.19
15:7:26, 33, 1177.88, REMOVED FOR THIS FLIGHT, 879.61, 20.75, 20.44
15:8:27, 15, 1177.44, REMOVED FOR THIS FLIGHT, 879.73, 20.75, 20.69
15:9:27, 16, 1176.38, REMOVED FOR THIS FLIGHT, 879.83, 21.00, 20.87
15:10:28, 32, 1177.00, REMOVED FOR THIS FLIGHT, 879.73, 21.25, 21.06
15:11:28, 26, 1176.81, REMOVED FOR THIS FLIGHT, 879.71, 21.25, 21.25
15:12:29, 21, 1177.56, REMOVED FOR THIS FLIGHT, 879.70, 21.25, 21.44
15:13:29, 18, 1178.00, REMOVED FOR THIS FLIGHT, 879.67, 21.50, 21.56
15:14:30, 16, 1177.75, REMOVED FOR THIS FLIGHT, 879.64, 21.75, 21.81
15:15:31, 17, 1178.94, REMOVED FOR THIS FLIGHT, 879.57, 22.00, 22.00
15:16:31, 12, 1179.19, REMOVED FOR THIS FLIGHT, 879.50, 22.25, 22.19
15:17:32, 19, 1179.19, REMOVED FOR THIS FLIGHT, 879.53, 22.50, 22.37
15:18:32, 20, 1178.69, REMOVED FOR THIS FLIGHT, 879.58, 22.75, 22.62
15:19:33, 26, 1178.00, REMOVED FOR THIS FLIGHT, 879.63, 22.75, 22.81
15:20:33, 20, 1178.19, REMOVED FOR THIS FLIGHT, 879.64, 23.00, 23.00
15:21:34, 20, 1178.50, REMOVED FOR THIS FLIGHT, 879.57, 23.25, 23.19
15:22:34, 24, 1179.38, REMOVED FOR THIS FLIGHT, 879.50, 23.50, 23.31
15:23:35, 20, 1179.75, REMOVED FOR THIS FLIGHT, 879.53, 23.50, 23.50
15:24:35, 24, 1179.00, REMOVED FOR THIS FLIGHT, 879.50, 24.00, 23.62
15:25:36, 30, 1179.19, REMOVED FOR THIS FLIGHT, 879.51, 24.00, 23.75
15:26:36, 19, 1178.75, REMOVED FOR THIS FLIGHT, 879.61, 24.50, 23.87
15:27:37, 23, 1179.38, REMOVED FOR THIS FLIGHT, 879.50, 24.50, 23.94
15:28:37, 19, 1179.56, REMOVED FOR THIS FLIGHT, 879.44, 24.50, 24.06
15:29:38, 21, 1180.31, REMOVED FOR THIS FLIGHT, 879.45, 24.75, 24.12
15:30:38, 20, 1180.31, REMOVED FOR THIS FLIGHT, 879.42, 24.75, 24.19
15:31:39, 24, 1180.19, REMOVED FOR THIS FLIGHT, 879.44, 24.75, 24.25
15:32:40, 15, 1180.38, REMOVED FOR THIS FLIGHT, 879.39, 25.00, 24.37
15:33:40, 22, 1180.88, REMOVED FOR THIS FLIGHT, 879.37, 25.00, 24.50
15:34:41, 25, 1181.44, REMOVED FOR THIS FLIGHT, 879.30, 25.00, 24.56
15:35:41, 23, 1181.13, REMOVED FOR THIS FLIGHT, 879.30, 25.25, 24.69
15:36:42, 25, 1181.25, REMOVED FOR THIS FLIGHT, 879.33, 25.25, 24.81
15:37:42, 21, 1180.63, REMOVED FOR THIS FLIGHT, 879.38, 25.50, 24.94
15:38:43, 22, 1180.50, REMOVED FOR THIS FLIGHT, 879.38, 25.50, 25.00
15:39:43, 18, 1180.69, REMOVED FOR THIS FLIGHT, 879.40, 25.50, 25.12
15:40:44, 19, 1180.44, REMOVED FOR THIS FLIGHT, 879.39, 25.50, 25.12
15:41:44, 24, 1180.19, REMOVED FOR THIS FLIGHT, 879.41, 25.75, 25.25
15:42:45, 24, 1180.00, REMOVED FOR THIS FLIGHT, 879.43, 25.75, 25.31
15:43:45, 28, 1184.69, REMOVED FOR THIS FLIGHT, 879.05, 26.00, 25.44
15:44:46, 16, 1180.69, REMOVED FOR THIS FLIGHT, 879.35, 26.00, 25.50
15:45:46, 27, 1180.75, REMOVED FOR THIS FLIGHT, 879.39, 26.00, 25.62
15:46:47, 33, 1180.50, REMOVED FOR THIS FLIGHT, 879.38, 26.25, 25.69
15:47:47, 28, 1180.63, REMOVED FOR THIS FLIGHT, 879.36, 26.25, 25.75
15:48:48, 17, 1180.38, REMOVED FOR THIS FLIGHT, 879.38, 26.25, 25.81
15:49:48, 26, 1180.81, REMOVED FOR THIS FLIGHT, 879.37, 26.25, 25.87
15:50:49, 18, 1180.44, REMOVED FOR THIS FLIGHT, 879.35, 26.25, 25.87
15:51:50, 28, 1180.81, REMOVED FOR THIS FLIGHT, 879.32, 26.25, 25.94
15:52:50, 16, 1181.13, REMOVED FOR THIS FLIGHT, 879.27, 26.25, 25.94
15:53:51, 16, 1181.56, REMOVED FOR THIS FLIGHT, 879.23, 26.25, 25.94
15:54:51, 17, 1181.75, REMOVED FOR THIS FLIGHT, 879.27, 26.25, 26.00
