Time, Counts, MPL Altitude (m), GPS Altitude (m), Pressure (hPa), RTC Temperature (C), MPL Temperature (C)
15:55:52, 24, 1181.75, REMOVED FOR THIS FLIGHT, 879.26, 26.50, 26.00
15:56:52, 23, 1182.13, REMOVED FOR THIS FLIGHT, 879.17, 26.50, 26.06
15:57:53, 25, 1182.38, REMOVED FOR THIS FLIGHT, 879.19, 26.50, 26.12
15:58:53, 18, 1182.44, REMOVED FOR THIS FLIGHT, 879.16, 26.50, 26.19
15:59:54, 16, 1182.25, REMOVED FOR THIS FLIGHT, 879.17, 26.75, 26.25
16:0:54, 21, 1182.31, REMOVED FOR THIS FLIGHT, 879.17, 26.75, 26.31
16:1:55, 23, 1182.19, REMOVED FOR THIS FLIGHT, 879.19, 26.75, 26.37
16:2:55, 13, 1182.38, REMOVED FOR THIS FLIGHT, 879.14, 26.75, 26.37
16:3:56, 18, 1183.00, REMOVED FOR THIS FLIGHT, 879.08, 27.00, 26.44
16:4:56, 28, 1183.06, REMOVED FOR THIS FLIGHT, 879.09, 27.00, 26.50
16:5:57, 12, 1183.56, REMOVED FOR THIS FLIGHT, 879.02, 27.00, 26.56
16:6:57, 20, 1183.44, REMOVED FOR THIS FLIGHT, 879.03, 27.00, 26.56
16:7:58, 16, 1183.44, REMOVED FOR THIS FLIGHT, 879.09, 27.00, 26.62
16:8:58, 23, 1183.56, REMOVED FOR THIS FLIGHT, 879.03, 27.00, 26.69
16:9:59, 16, 1183.56, REMOVED FOR THIS FLIGHT, 879.04, 27.25, 26.75
16:11:0, 29, 1183.75, REMOVED FOR THIS FLIGHT, 879.06, 27.25, 26.75
16:12:0, 21, 1183.63, REMOVED FOR THIS FLIGHT, 879.01, 27.25, 26.75
16:13:1, 34, 1183.63, REMOVED FOR THIS FLIGHT, 879.01, 27.25, 26.81
16:14:1, 26, 1184.00, REMOVED FOR THIS FLIGHT, 879.05, 27.25, 26.81
16:15:2, 19, 1183.81, REMOVED FOR THIS FLIGHT, 879.04, 27.25, 26.87
16:16:2, 21, 1183.94, REMOVED FOR THIS FLIGHT, 879.05, 27.25, 26.87
16:17:3, 20, 1184.06, REMOVED FOR THIS FLIGHT, 879.03, 27.25, 26.94
16:18:3, 21, 1183.63, REMOVED FOR THIS FLIGHT, 879.02, 27.25, 26.94
16:19:4, 19, 1183.56, REMOVED FOR THIS FLIGHT, 879.10, 27.25, 27.00
16:20:4, 39, 1183.69, REMOVED FOR THIS FLIGHT, 879.05, 27.50, 27.06
16:21:5, 19, 1183.56, REMOVED FOR THIS FLIGHT, 879.07, 27.50, 27.12
16:22:5, 22, 1183.63, REMOVED FOR THIS FLIGHT, 879.07, 27.50, 27.19
16:23:6, 19, 1183.25, REMOVED FOR THIS FLIGHT, 879.06, 27.50, 27.25
16:24:6, 20, 1183.75, REMOVED FOR THIS FLIGHT, 879.05, 27.50, 27.25
16:25:7, 20, 1184.19, REMOVED FOR THIS FLIGHT, 878.98, 27.75, 27.31
16:26:7, 26, 1184.44, REMOVED FOR THIS FLIGHT, 878.95, 27.75, 27.31
16:27:8, 21, 1184.25, REMOVED FOR THIS FLIGHT, 878.97, 27.75, 27.37
16:28:8, 22, 1184.25, REMOVED FOR THIS FLIGHT, 878.97, 27.75, 27.37
16:29:9, 19, 1183.94, REMOVED FOR THIS FLIGHT, 878.96, 27.75, 27.37
16:30:9, 19, 1184.81, REMOVED FOR THIS FLIGHT, 878.92, 27.75, 27.44
16:31:10, 27, 1184.69, REMOVED FOR THIS FLIGHT, 878.88, 27.75, 27.44
16:32:11, 30, 1185.44, REMOVED FOR THIS FLIGHT, 878.85, 27.75, 27.44
16:33:11, 27, 1185.50, REMOVED FOR THIS FLIGHT, 878.80, 27.75, 27.44
16:34:12, 27, 1186.31, REMOVED FOR THIS FLIGHT, 878.79, 27.75, 27.50
16:35:12, 13, 1186.06, REMOVED FOR THIS FLIGHT, 878.76, 28.00, 27.56
16:36:13, 20, 1186.25, REMOVED FOR THIS FLIGHT, 878.75, 28.00, 27.56
16:37:13, 21, 1186.44, REMOVED FOR THIS FLIGHT, 878.78, 28.00, 27.62
16:38:14, 23, 1186.19, REMOVED FOR THIS FLIGHT, 878.77, 28.00, 27.62
16:39:14, 9, 1186.31, REMOVED FOR THIS FLIGHT, 878.75, 28.00, 27.62
16:40:15, 31, 1186.25, REMOVED FOR THIS FLIGHT, 878.77, 28.00, 27.62
16:41:15, 21, 1186.69, REMOVED FOR THIS FLIGHT, 878.73, 28.00, 27.62
16:42:16, 17, 1186.50, REMOVED FOR THIS FLIGHT, 878.74, 28.00, 27.62
16:43:16, 16, 1186.56, REMOVED FOR THIS FLIGHT, 878.71, 28.00, 27.56
16:44:17, 28, 1186.63, REMOVED FOR THIS FLIGHT, 878.71, 27.75, 27.62
16:45:17, 23, 1187.00, REMOVED FOR THIS FLIGHT, 878.68, 27.75, 27.56
16:46:18, 18, 1187.06, REMOVED FOR THIS FLIGHT, 878.70, 27.75, 27.56
16:47:18, 25, 1187.38, REMOVED FOR THIS FLIGHT, 878.66, 27.75, 27.50
16:48:19, 20, 1187.88, REMOVED FOR THIS FLIGHT, 878.59, 27.75, 27.50
16:49:19, 21, 1187.94, REMOVED FOR THIS FLIGHT, 878.59, 27.75, 27.50
16:50:20, 21, 1187.94, REMOVED FOR THIS FLIGHT, 878.55, 27.75, 27.50
16:51:21, 20, 1188.44, REMOVED FOR THIS FLIGHT, 878.52, 27.75, 27.50
16:52:21, 19, 1188.19, REMOVED FOR THIS FLIGHT, 878.54, 27.75, 27.44
16:53:22, 15, 1188.06, REMOVED FOR THIS FLIGHT, 878.54, 27.75, 27.44
16:54:22, 21, 1188.06, REMOVED FOR THIS FLIGHT, 878.59, 27.75, 27.44
16:55:23, 18, 1187.88, REMOVED FOR THIS FLIGHT, 878.55, 27.75, 27.37
16:56:23, 24, 1187.81, REMOVED FOR THIS FLIGHT, 878.57, 27.75, 27.37
16:57:24, 18, 1187.56, REMOVED FOR THIS FLIGHT, 878.63, 27.75, 27.37
16:58:24, 21, 1187.13, REMOVED FOR THIS FLIGHT, 878.64, 27.75, 27.31
16:59:25, 34, 1186.88, REMOVED FOR THIS FLIGHT, 878.66, 27.75, 27.31
17:0:25, 21, 1187.38, REMOVED FOR THIS FLIGHT, 878.66, 27.75, 27.25
17:1:26, 18, 1187.69, REMOVED FOR THIS FLIGHT, 878.60, 27.50, 27.19
17:2:26, 20, 1187.63, REMOVED FOR THIS FLIGHT, 878.57, 27.50, 27.12
17:3:27, 19, 1188.19, REMOVED FOR THIS FLIGHT, 878.57, 27.50, 27.06
17:4:27, 27, 1188.63, REMOVED FOR THIS FLIGHT, 878.53, 27.50, 27.06
17:5:28, 17, 1188.88, REMOVED FOR THIS FLIGHT, 878.48, 27.50, 27.00
17:6:28, 35, 1188.69, REMOVED FOR THIS FLIGHT, 878.48, 27.50, 27.00
17:7:29, 22, 1188.63, REMOVED FOR THIS FLIGHT, 878.50, 27.50, 27.00
17:8:29, 18, 1188.81, REMOVED FOR THIS FLIGHT, 878.48, 27.50, 27.00
17:9:30, 23, 1188.63, REMOVED FOR THIS FLIGHT, 878.51, 27.50, 26.94
17:10:30, 24, 1188.81, REMOVED FOR THIS FLIGHT, 878.50, 27.50, 26.94
17:11:31, 14, 1188.75, REMOVED FOR THIS FLIGHT, 878.51, 27.50, 26.94
17:12:32, 22, 1188.69, REMOVED FOR THIS FLIGHT, 878.53, 27.50, 26.94
17:13:32, 31, 1188.56, REMOVED FOR THIS FLIGHT, 878.52, 27.25, 26.87
17:14:33, 21, 1188.31, REMOVED FOR THIS FLIGHT, 878.52, 27.25, 26.87
17:15:33, 15, 1188.75, REMOVED FOR THIS FLIGHT, 878.50, 27.25, 26.81
17:16:34, 17, 1188.63, REMOVED FOR THIS FLIGHT, 878.52, 27.25, 26.81
17:17:34, 18, 1189.06, REMOVED FOR THIS FLIGHT, 878.46, 27.25, 26.81
17:18:35, 26, 1188.56, REMOVED FOR THIS FLIGHT, 878.51, 27.25, 26.75
17:19:35, 16, 1189.00, REMOVED FOR THIS FLIGHT, 878.54, 27.25, 26.75
17:20:36, 22, 1188.44, REMOVED FOR THIS FLIGHT, 878.53, 27.00, 26.69
17:21:36, 17, 1188.63, REMOVED FOR THIS FLIGHT, 878.53, 27.00, 26.62
17:22:37, 24, 1188.38, REMOVED FOR THIS FLIGHT, 878.56, 27.00, 26.56
17:23:37, 29, 1188.94, REMOVED FOR THIS FLIGHT, 878.51, 27.00, 26.56
17:24:38, 22, 1188.81, REMOVED FOR THIS FLIGHT, 878.51, 27.00, 26.50
17:25:38, 27, 1189.06, REMOVED FOR THIS FLIGHT, 878.49, 27.00, 26.50
17:26:39, 21, 1189.13, REMOVED FOR THIS FLIGHT, 878.42, 27.00, 26.44
17:27:39, 18, 1189.69, REMOVED FOR THIS FLIGHT, 878.41, 27.00, 26.44
17:28:40, 30, 1189.69, REMOVED FOR THIS FLIGHT, 878.37, 27.00, 26.44
17:29:40, 19, 1190.19, REMOVED FOR THIS FLIGHT, 878.36, 27.00, 26.44
17:30:41, 23, 1190.06, REMOVED FOR THIS FLIGHT, 878.36, 27.00, 26.44
17:31:41, 23, 1190.00, REMOVED FOR THIS FLIGHT, 878.38, 27.00, 26.44
17:32:42, 15, 1189.38, REMOVED FOR THIS FLIGHT, 878.41, 26.75, 26.44
17:33:43, 22, 1189.44, REMOVED FOR THIS FLIGHT, 878.44, 26.75, 26.37
17:34:43, 24, 1189.00, REMOVED FOR THIS FLIGHT, 878.42, 26.75, 26.37
17:35:44, 20, 1189.25, REMOVED FOR THIS FLIGHT, 878.42, 26.75, 26.37
17:36:44, 26, 1189.25, REMOVED FOR THIS FLIGHT, 878.43, 26.75, 26.31
17:37:45, 27, 1189.56, REMOVED FOR THIS FLIGHT, 878.38, 26.50, 26.31
17:38:45, 24, 1189.50, REMOVED FOR THIS FLIGHT, 878.41, 26.50, 26.25
17:39:46, 28, 1189.75, REMOVED FOR THIS FLIGHT, 878.36, 26.50, 26.19
17:40:46, 36, 1190.00, REMOVED FOR THIS FLIGHT, 878.36, 26.50, 26.19
